accelerator,avg_memory,batch_size,device,img_size,macs,max_memory,mean,model,requires_grad,total_params,trainable_params
0.0,1899.0540234375,1.0,jetson_cpu,512.0,40673841408.0,1976.625,7.372771207400001,densenet,0.0,28681000.0,0.0
0.0,335.488671875,1.0,jetson_cpu,224.0,2847271040.0,337.56640625,0.5727327706499636,inception,0.0,27161264.0,0.0
0.0,1793.101953125,1.0,jetson_cpu,384.0,9475898240.0,1819.37890625,1.5166121510501398,inception,0.0,27161264.0,0.0
0.0,1810.240234375,1.0,jetson_cpu,448.0,13215394176.0,1859.359375,2.0379373458497865,inception,0.0,27161264.0,0.0
0.0,1819.912109375,1.0,jetson_cpu,512.0,17576630144.0,1876.00390625,2.6970773311997616,inception,0.0,27161264.0,0.0
0.0,240.79631696428572,1.0,jetson_cpu,224.0,1504879712.0,247.0,0.3904747287499049,googlenet,0.0,6624904.0,0.0
0.0,1721.6740056818182,1.0,jetson_cpu,384.0,4420516352.0,1728.5,0.9102126403500732,googlenet,0.0,6624904.0,0.0
0.0,1744.8644301470588,1.0,jetson_cpu,448.0,6016443776.0,1748.9375,1.1889979281000709,googlenet,0.0,6624904.0,0.0
0.0,1769.091331845238,1.0,jetson_cpu,512.0,7857898496.0,1803.33984375,1.5629413997001391,googlenet,0.0,6624904.0,0.0
0.0,212.24702785326087,1.0,jetson_cpu,224.0,148808392.0,213.6953125,0.3708577549499751,shufflenet,0.0,2278604.0,0.0
0.0,1672.555625,1.0,jetson_cpu,384.0,435329152.0,1672.84765625,0.541187821350104,shufflenet,0.0,2278604.0,0.0
0.0,1682.675143494898,1.0,jetson_cpu,448.0,592161568.0,1682.78125,0.6108768747501017,shufflenet,0.0,2278604.0,0.0
0.0,1690.8861291273583,1.0,jetson_cpu,512.0,773122048.0,1690.99609375,0.7251258573502127,shufflenet,0.0,2278604.0,0.0
0.0,229.36320754716985,1.0,jetson_cpu,224.0,314130496.0,238.1484375,0.9198154784000508,mobilenet_v2,0.0,3504872.0,0.0
0.0,1707.5724676724137,1.0,jetson_cpu,384.0,920677376.0,1724.4765625,1.355020530099864,mobilenet_v2,0.0,3504872.0,0.0
0.0,1721.0830078125,1.0,jetson_cpu,448.0,1252681984.0,1738.54296875,1.5657514082500712,mobilenet_v2,0.0,3504872.0,0.0
0.0,1736.5194661458331,1.0,jetson_cpu,512.0,1635764224.0,1738.046875,1.9278657144001048,mobilenet_v2,0.0,3504872.0,0.0
0.0,312.3192608173077,1.0,jetson_cpu,224.0,4259383296.0,315.9140625,1.0665378017998592,resnext50_32x4d,0.0,25028904.0,0.0
0.0,1803.8298510174411,1.0,jetson_cpu,384.0,12513396736.0,1810.01171875,2.44902413359996,resnext50_32x4d,0.0,25028904.0,0.0
0.0,1814.232259114583,1.0,jetson_cpu,448.0,17031383040.0,1821.2578125,3.2257606398503413,resnext50_32x4d,0.0,25028904.0,0.0
0.0,1823.4423628826528,1.0,jetson_cpu,512.0,22244444160.0,1839.7734375,4.069917141900078,resnext50_32x4d,0.0,25028904.0,0.0
0.0,491.11962890625,1.0,jetson_cpu,224.0,11426924544.0,496.09765625,1.299580367499948,wide_resnet50_2,0.0,68883240.0,0.0
0.0,1941.574869791667,1.0,jetson_cpu,384.0,33577191424.0,1982.23046875,3.5328250230999396,wide_resnet50_2,0.0,68883240.0,0.0
0.0,1959.569087009804,1.0,jetson_cpu,448.0,45701548032.0,2030.98046875,4.546510671850046,wide_resnet50_2,0.0,68883240.0,0.0
0.0,1974.078062996032,1.0,jetson_cpu,512.0,59691190272.0,2050.3125,6.027517611700023,wide_resnet50_2,0.0,68883240.0,0.0
0.0,228.5377869897959,1.0,jetson_cpu,224.0,325329152.0,230.2421875,1.0530411749998165,mnasnet,0.0,4383312.0,0.0
0.0,1700.547572544643,1.0,jetson_cpu,384.0,953587712.0,1701.76171875,1.5630022971497965,mnasnet,0.0,4383312.0,0.0
0.0,1710.775599888393,1.0,jetson_cpu,448.0,1297476608.0,1711.375,1.784429123049995,mnasnet,0.0,4383312.0,0.0
0.0,1700.6520789194915,1.0,jetson_cpu,512.0,1694271488.0,1723.81640625,2.151803811300124,mnasnet,0.0,4383312.0,0.0
