<class 'torch.nn.modules.conv.Conv2d'>_calls,<class 'torch.nn.modules.conv.Conv2d'>_macs,<class 'torch.nn.modules.dropout.Dropout'>_calls,<class 'torch.nn.modules.dropout.Dropout'>_macs,<class 'torch.nn.modules.linear.Linear'>_calls,<class 'torch.nn.modules.linear.Linear'>_macs,<class 'torch.nn.modules.normalization.LayerNorm'>_calls,<class 'torch.nn.modules.normalization.LayerNorm'>_macs,avg_conv_macs_macs,avg_linear_macs_macs,avg_memory,batch_size,input_size,latency,macs,max_macs,max_macs_macs,max_memory,max_params,max_params_macs,model,total_nn_calls,total_params,trainable_params,<class 'torch.nn.modules.batchnorm.BatchNorm2d'>_calls,<class 'torch.nn.modules.batchnorm.BatchNorm2d'>_macs,<class 'torch.nn.modules.pooling.AdaptiveAvgPool2d'>_calls,<class 'torch.nn.modules.pooling.AdaptiveAvgPool2d'>_macs,<class 'torch.nn.modules.activation.ReLU6'>_calls,<class 'torch.nn.modules.activation.ReLU6'>_macs,<class 'torch.nn.modules.activation.ReLU'>_calls,<class 'torch.nn.modules.activation.ReLU'>_macs,<class 'torch.nn.modules.pooling.MaxPool2d'>_calls,<class 'torch.nn.modules.pooling.MaxPool2d'>_macs,<class 'torch.nn.modules.pooling.AvgPool2d'>_calls,<class 'torch.nn.modules.pooling.AvgPool2d'>_macs,<class 'torch.nn.modules.activation.Softmax'>_calls,<class 'torch.nn.modules.activation.Softmax'>_macs,<class 'torch.nn.modules.conv.Conv1d'>_calls,<class 'torch.nn.modules.conv.Conv1d'>_macs
1.0,115605504.0,37.0,0.0,49.0,4247500800.0,25.0,3840000.0,0.0,0.0,2088501248.0,1.0,224.0,0.009599400497972966,4366946304.0,117964800.0,117964800.0,2088501248.0,2362368.0,2362368.0,vit32,112.0,88224232.0,0.0,,,,,,,,,,,,,,,,
1.0,231211008.0,37.0,0.0,49.0,8495001600.0,25.0,7680000.0,0.0,0.0,2486960128.0,2.0,224.0,0.012049338407814502,8733892608.0,235929600.0,235929600.0,2486960128.0,2362368.0,2362368.0,vit32,112.0,88224232.0,0.0,,,,,,,,,,,,,,,,
1.0,462422016.0,37.0,0.0,49.0,16990003200.0,25.0,15360000.0,0.0,0.0,2887516160.0,4.0,224.0,0.010570593550801278,17467785216.0,471859200.0,471859200.0,2887516160.0,2362368.0,2362368.0,vit32,112.0,88224232.0,0.0,,,,,,,,,,,,,,,,
1.0,693633024.0,37.0,0.0,49.0,25485004800.0,25.0,23040000.0,0.0,0.0,2887516160.0,6.0,224.0,0.010526571236550809,26201677824.0,707788800.0,707788800.0,2887516160.0,2362368.0,2362368.0,vit32,112.0,88224232.0,0.0,,,,,,,,,,,,,,,,
1.0,924844032.0,37.0,0.0,49.0,33980006400.0,25.0,30720000.0,0.0,0.0,2887516160.0,8.0,224.0,0.01044844537973404,34935570432.0,943718400.0,943718400.0,2887516160.0,2362368.0,2362368.0,vit32,112.0,88224232.0,0.0,,,,,,,,,,,,,,,,
1.0,1387266048.0,37.0,0.0,49.0,50970009600.0,25.0,46080000.0,0.0,0.0,3285975040.0,12.0,224.0,0.01205961350351572,52403355648.0,1415577600.0,1415577600.0,3285975040.0,2362368.0,2362368.0,vit32,112.0,88224232.0,0.0,,,,,,,,,,,,,,,,
1.0,1849688064.0,37.0,0.0,49.0,67960012800.0,25.0,61440000.0,0.0,0.0,3285975040.0,16.0,224.0,0.011225050874054432,69871140864.0,1887436800.0,1887436800.0,3285975040.0,2362368.0,2362368.0,vit32,112.0,88224232.0,0.0,,,,,,,,,,,,,,,,
1.0,2312110080.0,37.0,0.0,49.0,84950016000.0,25.0,76800000.0,0.0,0.0,3319529472.0,20.0,224.0,0.013186235539615154,87338926080.0,2359296000.0,2359296000.0,3319529472.0,2362368.0,2362368.0,vit32,112.0,88224232.0,0.0,,,,,,,,,,,,,,,,
1.0,2774532096.0,37.0,0.0,49.0,101940019200.0,25.0,92160000.0,0.0,0.0,3669753856.0,24.0,224.0,0.015610233880579472,104806711296.0,2831155200.0,2831155200.0,3669753856.0,2362368.0,2362368.0,vit32,112.0,88224232.0,0.0,,,,,,,,,,,,,,,,
1.0,3236954112.0,37.0,0.0,49.0,118930022400.0,25.0,107520000.0,0.0,0.0,3669753856.0,28.0,224.0,0.017624919675290583,122274496512.0,3303014400.0,3303014400.0,3669753856.0,2362368.0,2362368.0,vit32,112.0,88224232.0,0.0,,,,,,,,,,,,,,,,
