accelerator,avg_memory,batch_size,device,macs,max_memory,mean,model,requires_grad,sequence_length,total_params,trainable_params
0.0,1320.818080357143,1.0,cpu,4133486592.0,1321.03515625,0.177834283750002,funnel_transformer,0.0,64.0,130973184.0,0.0
0.0,1335.6148897058827,1.0,cpu,8266973184.0,1339.125,0.3286499646000011,funnel_transformer,0.0,128.0,130973184.0,0.0
0.0,1355.4127604166667,1.0,cpu,16533946368.0,1370.0703125,0.6307421475500007,funnel_transformer,0.0,256.0,130973184.0,0.0
0.0,1413.3515625,1.0,cpu,33067892736.0,1473.41015625,1.3562934904,funnel_transformer,0.0,512.0,130973184.0,0.0
0.0,390.746875,1.0,cpu,85622784.0,390.75,0.02438340925000091,albert,0.0,1.0,11683584.0,0.0
0.0,348.07421875,1.0,cpu,170655744.0,348.07421875,0.04373361390000241,albert,0.0,2.0,11683584.0,0.0
0.0,348.68098958333326,1.0,cpu,340721664.0,348.73046875,0.045498716000000175,albert,0.0,4.0,11683584.0,0.0
0.0,348.7890625,1.0,cpu,680853504.0,348.7890625,0.05509690429999807,albert,0.0,8.0,11683584.0,0.0
0.0,348.87760416666674,1.0,cpu,1361117184.0,348.91796875,0.06884710610000014,albert,0.0,16.0,11683584.0,0.0
0.0,350.4658203125,1.0,cpu,2721644544.0,350.55078125,0.10621205749999944,albert,0.0,32.0,11683584.0,0.0
0.0,354.8133680555557,1.0,cpu,5442699264.0,354.84375,0.18652555099999973,albert,0.0,64.0,11683584.0,0.0
0.0,372.0682291666666,1.0,cpu,10884808704.0,372.109375,0.3364223680000009,albert,0.0,128.0,11683584.0,0.0
0.0,382.07747395833326,1.0,cpu,21769027584.0,385.546875,0.6738363691000018,albert,0.0,256.0,11683584.0,0.0
0.0,412.19965277777777,1.0,cpu,43537465344.0,432.48046875,1.5053209775000027,albert,0.0,512.0,11683584.0,0.0
0.0,1518.564670138889,1.0,cpu,43487133696.0,1551.78515625,1.4993507608000016,longformer,0.0,1.0,148659456.0,0.0
0.0,1166.80078125,1.0,cpu,43487133696.0,1166.80078125,1.510545320700004,longformer,0.0,2.0,148659456.0,0.0
0.0,1166.87109375,1.0,cpu,43487133696.0,1166.87109375,1.5095300051499976,longformer,0.0,4.0,148659456.0,0.0
0.0,1166.94140625,1.0,cpu,43487133696.0,1166.94140625,1.5126012285499997,longformer,0.0,8.0,148659456.0,0.0
0.0,1167.00390625,1.0,cpu,43487133696.0,1167.00390625,1.4774691504500026,longformer,0.0,16.0,148659456.0,0.0
0.0,1167.07421875,1.0,cpu,43487133696.0,1167.07421875,1.4825398754499983,longformer,0.0,32.0,148659456.0,0.0
0.0,1167.08984375,1.0,cpu,43487133696.0,1167.08984375,1.5102502532499955,longformer,0.0,64.0,148659456.0,0.0
0.0,1167.08984375,1.0,cpu,43487133696.0,1167.08984375,1.5125427092500048,longformer,0.0,128.0,148659456.0,0.0
0.0,1167.08984375,1.0,cpu,43487133696.0,1167.08984375,1.5214899103499988,longformer,0.0,256.0,148659456.0,0.0
0.0,1167.08984375,1.0,cpu,43487133696.0,1167.08984375,1.5451920851500005,longformer,0.0,512.0,148659456.0,0.0
0.0,540.640625,1.0,cpu,20250624.0,540.640625,0.017995747200001234,mobile_bert,0.0,1.0,24581888.0,0.0
0.0,543.20390625,1.0,cpu,40501248.0,543.20703125,0.02289445734999731,mobile_bert,0.0,2.0,24581888.0,0.0
0.0,543.65859375,1.0,cpu,81002496.0,543.66796875,0.02341168130000142,mobile_bert,0.0,4.0,24581888.0,0.0
0.0,544.05625,1.0,cpu,162004992.0,544.15625,0.026002318900003728,mobile_bert,0.0,8.0,24581888.0,0.0
0.0,544.6692708333334,1.0,cpu,324009984.0,544.71484375,0.029585191249998387,mobile_bert,0.0,16.0,24581888.0,0.0
0.0,545.5611979166666,1.0,cpu,648019968.0,545.61328125,0.039464094499999186,mobile_bert,0.0,32.0,24581888.0,0.0
0.0,547.0373883928571,1.0,cpu,1296039936.0,547.11328125,0.058623409600005526,mobile_bert,0.0,64.0,24581888.0,0.0
0.0,550.1787109375,1.0,cpu,2592079872.0,550.23046875,0.09931509825000262,mobile_bert,0.0,128.0,24581888.0,0.0
0.0,556.1832682291666,1.0,cpu,5184159744.0,557.41796875,0.1936046979000025,mobile_bert,0.0,256.0,24581888.0,0.0
0.0,564.6536458333334,1.0,cpu,10368319488.0,571.296875,0.4633932566999988,mobile_bert,0.0,512.0,24581888.0,0.0
0.0,603.18359375,1.0,cpu,27214848.0,603.18359375,0.01419546994999905,squeeze_bert,0.0,1.0,51094272.0,0.0
0.0,607.3515625,1.0,cpu,53839872.0,607.4921875,0.020594693800001097,squeeze_bert,0.0,2.0,51094272.0,0.0
0.0,607.93359375,1.0,cpu,107089920.0,607.93359375,0.02133866130000115,squeeze_bert,0.0,4.0,51094272.0,0.0
0.0,607.9609375,1.0,cpu,213590016.0,607.9609375,0.022176409999997305,squeeze_bert,0.0,8.0,51094272.0,0.0
0.0,608.0390625,1.0,cpu,426590208.0,608.0390625,0.025525814449997596,squeeze_bert,0.0,16.0,51094272.0,0.0
0.0,609.31640625,1.0,cpu,852590592.0,609.4296875,0.03772952209999971,squeeze_bert,0.0,32.0,51094272.0,0.0
0.0,613.396484375,1.0,cpu,1704591360.0,613.51171875,0.06758633290000375,squeeze_bert,0.0,64.0,51094272.0,0.0
0.0,618.5034722222222,1.0,cpu,3408592896.0,620.83203125,0.1419597971499968,squeeze_bert,0.0,128.0,51094272.0,0.0
0.0,626.5256076388889,1.0,cpu,6816595968.0,634.171875,0.35063546695000125,squeeze_bert,0.0,256.0,51094272.0,0.0
0.0,644.1881510416666,1.0,cpu,13632602112.0,683.3515625,0.8236237646000006,squeeze_bert,0.0,512.0,51094272.0,0.0
