<class 'torch.nn.modules.batchnorm.BatchNorm2d'>_calls,<class 'torch.nn.modules.batchnorm.BatchNorm2d'>_macs,<class 'torch.nn.modules.conv.Conv2d'>_calls,<class 'torch.nn.modules.conv.Conv2d'>_macs,<class 'torch.nn.modules.dropout.Dropout'>_calls,<class 'torch.nn.modules.dropout.Dropout'>_macs,<class 'torch.nn.modules.linear.Linear'>_calls,<class 'torch.nn.modules.linear.Linear'>_macs,<class 'torch.nn.modules.pooling.AdaptiveAvgPool2d'>_calls,<class 'torch.nn.modules.pooling.AdaptiveAvgPool2d'>_macs,<class 'torch.nn.modules.pooling.MaxPool2d'>_calls,<class 'torch.nn.modules.pooling.MaxPool2d'>_macs,avg_memory,batch_size,input_size,latency,macs,max_memory,model,total_nn_calls,total_params,trainable_params,<class 'torch.nn.modules.normalization.LayerNorm'>_calls,<class 'torch.nn.modules.normalization.LayerNorm'>_macs,<class 'torch.nn.modules.activation.ReLU6'>_calls,<class 'torch.nn.modules.activation.ReLU6'>_macs,<class 'torch.nn.modules.activation.ReLU'>_calls,<class 'torch.nn.modules.activation.ReLU'>_macs,<class 'torch.nn.modules.pooling.AvgPool2d'>_calls,<class 'torch.nn.modules.pooling.AvgPool2d'>_macs,<class 'torch.nn.modules.activation.Softmax'>_calls,<class 'torch.nn.modules.activation.Softmax'>_macs,<class 'torch.nn.modules.conv.Conv1d'>_calls,<class 'torch.nn.modules.conv.Conv1d'>_macs
157.0,312797184.0,245.0,21443708800.0,,,,,1.0,256000.0,,,1807745024.0,4.0,224.0,8.519738912582396e-07,21756761984.0,1807745024.0,efficientnet,403.0,54139356.0,54139356.0,,,,,,,,,,,,
157.0,625594368.0,245.0,42887417600.0,,,,,1.0,512000.0,,,1973420032.0,8.0,224.0,8.545815944671631e-07,43513523968.0,1973420032.0,efficientnet,403.0,54139356.0,54139356.0,,,,,,,,,,,,
157.0,1251188736.0,245.0,85774835200.0,,,,,1.0,1024000.0,,,2124414976.0,16.0,224.0,8.735805749893186e-07,87027047936.0,2124414976.0,efficientnet,403.0,54139356.0,54139356.0,,,,,,,,,,,,
157.0,2502377472.0,245.0,171549670400.0,,,,,1.0,2048000.0,,,2459959296.0,32.0,224.0,8.899718523025513e-07,174054095872.0,2459959296.0,efficientnet,403.0,54139356.0,54139356.0,,,,,,,,,,,,
157.0,5004754944.0,245.0,343099340800.0,,,,,1.0,4096000.0,,,3332374528.0,64.0,224.0,8.892267942428587e-07,348108191744.0,3332374528.0,efficientnet,403.0,54139356.0,54139356.0,,,,,,,,,,,,
157.0,10009509888.0,245.0,686198681600.0,,,,,1.0,8192000.0,,,4202692608.0,128.0,224.0,8.814036846160886e-07,696216383488.0,4202692608.0,efficientnet,403.0,54139356.0,54139356.0,,,,,,,,,,,,
64.0,34941312.0,64.0,501187680.0,,,,,1.0,64000.0,,,1142947840.0,1.0,224.0,8.73953104019165e-07,536192992.0,1142947840.0,efficientnet_lite,172.0,5416680.0,5416680.0,,,43.0,0.0,,,,,,,,
64.0,69882624.0,64.0,1002375360.0,,,,,1.0,128000.0,,,1153433600.0,2.0,224.0,8.750706911087036e-07,1072385984.0,1153433600.0,efficientnet_lite,172.0,5416680.0,5416680.0,,,43.0,0.0,,,,,,,,
64.0,139765248.0,64.0,2004750720.0,,,,,1.0,256000.0,,,1197473792.0,4.0,224.0,8.579343557357791e-07,2144771968.0,1197473792.0,efficientnet_lite,172.0,5416680.0,5416680.0,,,43.0,0.0,,,,,,,,
64.0,279530496.0,64.0,4009501440.0,,,,,1.0,512000.0,,,1277165568.0,8.0,224.0,8.799135684967041e-07,4289543936.0,1277165568.0,efficientnet_lite,172.0,5416680.0,5416680.0,,,43.0,0.0,,,,,,,,
64.0,559060992.0,64.0,8019002880.0,,,,,1.0,1024000.0,,,1470103552.0,16.0,224.0,8.918344974517822e-07,8579087872.0,1470103552.0,efficientnet_lite,172.0,5416680.0,5416680.0,,,43.0,0.0,,,,,,,,
64.0,1118121984.0,64.0,16038005760.0,,,,,1.0,2048000.0,,,1835008000.0,32.0,224.0,8.799135684967041e-07,17158175744.0,1835008000.0,efficientnet_lite,172.0,5416680.0,5416680.0,,,43.0,0.0,,,,,,,,
64.0,2236243968.0,64.0,32076011520.0,,,,,1.0,4096000.0,,,2566914048.0,64.0,224.0,8.750706911087036e-07,34316351488.0,2566914048.0,efficientnet_lite,172.0,5416680.0,5416680.0,,,43.0,0.0,,,,,,,,
64.0,4472487936.0,64.0,64152023040.0,,,,,1.0,8192000.0,,,4007657472.0,128.0,224.0,8.627772331237793e-07,68632702976.0,4007657472.0,efficientnet_lite,172.0,5416680.0,5416680.0,,,43.0,0.0,,,,,,,,
,,45.0,3001948544.0,,,,,1.0,128000.0,,,1205862400.0,1.0,224.0,9.421259164810179e-07,3002076544.0,1205862400.0,gernet,87.0,21142920.0,21142920.0,,,,,41.0,0.0,,,,,,
,,45.0,6003897088.0,,,,,1.0,256000.0,,,1279262720.0,2.0,224.0,8.627772331237793e-07,6004153088.0,1279262720.0,gernet,87.0,21142920.0,21142920.0,,,,,41.0,0.0,,,,,,
,,45.0,12007794176.0,,,,,1.0,512000.0,,,1279262720.0,4.0,224.0,8.553266525268554e-07,12008306176.0,1279262720.0,gernet,87.0,21142920.0,21142920.0,,,,,41.0,0.0,,,,,,
,,45.0,24015588352.0,,,,,1.0,1024000.0,,,1354760192.0,8.0,224.0,1.0635703802108765e-06,24016612352.0,1354760192.0,gernet,87.0,21142920.0,21142920.0,,,,,41.0,0.0,,,,,,
,,45.0,48031176704.0,,,,,1.0,2048000.0,,,1595932672.0,16.0,224.0,8.538365364074706e-07,48033224704.0,1595932672.0,gernet,87.0,21142920.0,21142920.0,,,,,41.0,0.0,,,,,,
,,45.0,96062353408.0,,,,,1.0,4096000.0,,,1935671296.0,32.0,224.0,8.709728717803957e-07,96066449408.0,1935671296.0,gernet,87.0,21142920.0,21142920.0,,,,,41.0,0.0,,,,,,
,,45.0,192124706816.0,,,,,1.0,8192000.0,,,2503999488.0,64.0,224.0,8.963048458099365e-07,192132898816.0,2503999488.0,gernet,87.0,21142920.0,21142920.0,,,,,41.0,0.0,,,,,,
,,45.0,384249413632.0,,,,,1.0,16384000.0,,,3640655872.0,128.0,224.0,8.873641490936279e-07,384265797632.0,3640655872.0,gernet,87.0,21142920.0,21142920.0,,,,,41.0,0.0,,,,,,
20.0,9934848.0,20.0,1813561344.0,,,1.0,512000.0,1.0,25600.0,1.0,0.0,1182793728.0,1.0,224.0,8.217990398406981e-07,1824033792.0,1182793728.0,resnet18,52.0,11689512.0,11689512.0,,,,,9.0,0.0,,,,,,
20.0,19869696.0,20.0,3627122688.0,,,1.0,1024000.0,1.0,51200.0,1.0,0.0,1231028224.0,2.0,224.0,8.430331945419313e-07,3648067584.0,1231028224.0,resnet18,52.0,11689512.0,11689512.0,,,,,9.0,0.0,,,,,,
20.0,39739392.0,20.0,7254245376.0,,,1.0,2048000.0,1.0,102400.0,1.0,0.0,1312817152.0,4.0,224.0,8.627772331237793e-07,7296135168.0,1312817152.0,resnet18,52.0,11689512.0,11689512.0,,,,,9.0,0.0,,,,,,
20.0,79478784.0,20.0,14508490752.0,,,1.0,4096000.0,1.0,204800.0,1.0,0.0,1421869056.0,8.0,224.0,8.363276720046997e-07,14592270336.0,1421869056.0,resnet18,52.0,11689512.0,11689512.0,,,,,9.0,0.0,,,,,,
20.0,158957568.0,20.0,29016981504.0,,,1.0,8192000.0,1.0,409600.0,1.0,0.0,1526726656.0,16.0,224.0,8.508563041687013e-07,29184540672.0,1526726656.0,resnet18,52.0,11689512.0,11689512.0,,,,,9.0,0.0,,,,,,
20.0,317915136.0,20.0,58033963008.0,,,1.0,16384000.0,1.0,819200.0,1.0,0.0,1732247552.0,32.0,224.0,2.100691199302673e-06,58369081344.0,1732247552.0,resnet18,52.0,11689512.0,11689512.0,,,,,9.0,0.0,,,,,,
20.0,635830272.0,20.0,116067926016.0,,,1.0,32768000.0,1.0,1638400.0,1.0,0.0,2143289344.0,64.0,224.0,8.642673492431641e-07,116738162688.0,2143289344.0,resnet18,52.0,11689512.0,11689512.0,,,,,9.0,0.0,,,,,,
20.0,1271660544.0,20.0,232135852032.0,,,1.0,65536000.0,1.0,3276800.0,1.0,0.0,3428843520.0,128.0,224.0,8.687376976013183e-07,233476325376.0,3428843520.0,resnet18,52.0,11689512.0,11689512.0,,,,,9.0,0.0,,,,,,
,,5.0,655566528.0,2.0,0.0,3.0,58621952.0,1.0,18432.0,3.0,0.0,1340080128.0,1.0,224.0,8.825212717056275e-07,714206912.0,1340080128.0,alexnet,21.0,61100840.0,61100840.0,,,,,7.0,0.0,,,,,,
,,5.0,1311133056.0,2.0,0.0,3.0,117243904.0,1.0,36864.0,3.0,0.0,1574961152.0,2.0,224.0,8.665025234222412e-07,1428413824.0,1574961152.0,alexnet,21.0,61100840.0,61100840.0,,,,,7.0,0.0,,,,,,
,,5.0,2622266112.0,2.0,0.0,3.0,234487808.0,1.0,73728.0,3.0,0.0,1598029824.0,4.0,224.0,8.545815944671631e-07,2856827648.0,1598029824.0,alexnet,21.0,61100840.0,61100840.0,,,,,7.0,0.0,,,,,,
,,5.0,5244532224.0,2.0,0.0,3.0,468975616.0,1.0,147456.0,3.0,0.0,1598029824.0,8.0,224.0,8.910894393920898e-07,5713655296.0,1598029824.0,alexnet,21.0,61100840.0,61100840.0,,,,,7.0,0.0,,,,,,
,,5.0,10489064448.0,2.0,0.0,3.0,937951232.0,1.0,294912.0,3.0,0.0,1681915904.0,16.0,224.0,8.620321750640869e-07,11427310592.0,1681915904.0,alexnet,21.0,61100840.0,61100840.0,,,,,7.0,0.0,,,,,,
,,5.0,20978128896.0,2.0,0.0,3.0,1875902464.0,1.0,589824.0,3.0,0.0,1681915904.0,32.0,224.0,8.516013622283934e-07,22854621184.0,1681915904.0,alexnet,21.0,61100840.0,61100840.0,,,,,7.0,0.0,,,,,,
,,5.0,41956257792.0,2.0,0.0,3.0,3751804928.0,1.0,1179648.0,3.0,0.0,1881145344.0,64.0,224.0,8.877366781234743e-07,45709242368.0,1881145344.0,alexnet,21.0,61100840.0,61100840.0,,,,,7.0,0.0,,,,,,
,,5.0,83912515584.0,2.0,0.0,3.0,7503609856.0,1.0,2359296.0,3.0,0.0,2321547264.0,128.0,224.0,2.017244696617126e-06,91418484736.0,2321547264.0,alexnet,21.0,61100840.0,61100840.0,,,,,7.0,0.0,,,,,,
,,26.0,818924576.0,1.0,0.0,,,1.0,170000.0,3.0,0.0,1103101952.0,1.0,224.0,8.452683687210083e-07,819094576.0,1103101952.0,squeezenet,57.0,1248424.0,1248424.0,,,,,26.0,0.0,,,,,,
,,26.0,1637849152.0,1.0,0.0,,,1.0,340000.0,3.0,0.0,1124073472.0,2.0,224.0,8.653849363327027e-07,1638189152.0,1124073472.0,squeezenet,57.0,1248424.0,1248424.0,,,,,26.0,0.0,,,,,,
,,26.0,3275698304.0,1.0,0.0,,,1.0,680000.0,3.0,0.0,1149239296.0,4.0,224.0,8.508563041687013e-07,3276378304.0,1149239296.0,squeezenet,57.0,1248424.0,1248424.0,,,,,26.0,0.0,,,,,,
,,26.0,6551396608.0,1.0,0.0,,,1.0,1360000.0,3.0,0.0,1189085184.0,8.0,224.0,9.037554264068605e-07,6552756608.0,1189085184.0,squeezenet,57.0,1248424.0,1248424.0,,,,,26.0,0.0,,,,,,
,,26.0,13102793216.0,1.0,0.0,,,1.0,2720000.0,3.0,0.0,1335885824.0,16.0,224.0,9.045004844665528e-07,13105513216.0,1335885824.0,squeezenet,57.0,1248424.0,1248424.0,,,,,26.0,0.0,,,,,,
,,26.0,26205586432.0,1.0,0.0,,,1.0,5440000.0,3.0,0.0,1482686464.0,32.0,224.0,8.407980203628541e-07,26211026432.0,1482686464.0,squeezenet,57.0,1248424.0,1248424.0,,,,,26.0,0.0,,,,,,
,,26.0,52411172864.0,1.0,0.0,,,1.0,10880000.0,3.0,0.0,2067791872.0,64.0,224.0,8.627772331237793e-07,52422052864.0,2067791872.0,squeezenet,57.0,1248424.0,1248424.0,,,,,26.0,0.0,,,,,,
,,26.0,104822345728.0,1.0,0.0,,,1.0,21760000.0,3.0,0.0,3231711232.0,128.0,224.0,8.814036846160886e-07,104844105728.0,3231711232.0,squeezenet,57.0,1248424.0,1248424.0,,,,,26.0,0.0,,,,,,
,,13.0,15346630656.0,2.0,0.0,3.0,123633664.0,1.0,50176.0,5.0,0.0,1700790272.0,1.0,224.0,8.556991815567015e-07,15470314496.0,1700790272.0,vgg16,39.0,138357544.0,138357544.0,,,,,15.0,0.0,,,,,,
,,13.0,30693261312.0,2.0,0.0,3.0,247267328.0,1.0,100352.0,5.0,0.0,2273312768.0,2.0,224.0,8.672475814819336e-07,30940628992.0,2273312768.0,vgg16,39.0,138357544.0,138357544.0,,,,,15.0,0.0,,,,,,
,,13.0,61386522624.0,2.0,0.0,3.0,494534656.0,1.0,200704.0,5.0,0.0,2789212160.0,4.0,224.0,8.564442396163941e-07,61881257984.0,2789212160.0,vgg16,39.0,138357544.0,138357544.0,,,,,15.0,0.0,,,,,,
,,13.0,122773045248.0,2.0,0.0,3.0,989069312.0,1.0,401408.0,5.0,0.0,2789212160.0,8.0,224.0,8.698552846908569e-07,123762515968.0,2789212160.0,vgg16,39.0,138357544.0,138357544.0,,,,,15.0,0.0,,,,,,
,,13.0,245546090496.0,2.0,0.0,3.0,1978138624.0,1.0,802816.0,5.0,0.0,3602907136.0,16.0,224.0,8.456408977508545e-07,247525031936.0,3602907136.0,vgg16,39.0,138357544.0,138357544.0,,,,,15.0,0.0,,,,,,
,,13.0,491092180992.0,2.0,0.0,3.0,3956277248.0,1.0,1605632.0,5.0,0.0,5228199936.0,32.0,224.0,8.456408977508545e-07,495050063872.0,5228199936.0,vgg16,39.0,138357544.0,138357544.0,,,,,15.0,0.0,,,,,,
,,13.0,982184361984.0,2.0,0.0,3.0,7912554496.0,1.0,3211264.0,5.0,0.0,9296674816.0,64.0,224.0,8.542090654373169e-07,990100127744.0,9296674816.0,vgg16,39.0,138357544.0,138357544.0,,,,,15.0,0.0,,,,,,
,,13.0,1964368723968.0,2.0,0.0,3.0,15825108992.0,1.0,6422528.0,5.0,0.0,10345250816.0,128.0,224.0,8.501112461090087e-07,1980200255488.0,10345250816.0,vgg16,39.0,138357544.0,138357544.0,,,,,15.0,0.0,,,,,,
161.0,117656448.0,160.0,7725699072.0,,,1.0,2208000.0,,,1.0,0.0,1226833920.0,1.0,224.0,9.097158908843994e-07,7845841056.0,1226833920.0,densenet,486.0,28681000.0,28681000.0,,,,,160.0,0.0,3.0,277536.0,,,,
161.0,235312896.0,160.0,15451398144.0,,,1.0,4416000.0,,,1.0,0.0,1340080128.0,2.0,224.0,8.527189493179324e-07,15691682112.0,1340080128.0,densenet,486.0,28681000.0,28681000.0,,,,,160.0,0.0,3.0,555072.0,,,,
161.0,470625792.0,160.0,30902796288.0,,,1.0,8832000.0,,,1.0,0.0,1411383296.0,4.0,224.0,8.594244718551634e-07,31383364224.0,1411383296.0,densenet,486.0,28681000.0,28681000.0,,,,,160.0,0.0,3.0,1110144.0,,,,
161.0,941251584.0,160.0,61805592576.0,,,1.0,17664000.0,,,1.0,0.0,1558183936.0,8.0,224.0,8.519738912582396e-07,62766728448.0,1558183936.0,densenet,486.0,28681000.0,28681000.0,,,,,160.0,0.0,3.0,2220288.0,,,,
161.0,1882503168.0,160.0,123611185152.0,,,1.0,35328000.0,,,1.0,0.0,1914699776.0,16.0,224.0,8.67992639541626e-07,125533456896.0,1914699776.0,densenet,486.0,28681000.0,28681000.0,,,,,160.0,0.0,3.0,4440576.0,,,,
161.0,3765006336.0,160.0,247222370304.0,,,1.0,70656000.0,,,1.0,0.0,2472542208.0,32.0,224.0,1.475587487220764e-06,251066913792.0,2472542208.0,densenet,486.0,28681000.0,28681000.0,,,,,160.0,0.0,3.0,8881152.0,,,,
161.0,7530012672.0,160.0,494444740608.0,,,1.0,141312000.0,,,1.0,0.0,3525312512.0,64.0,224.0,8.612871170043945e-07,502133827584.0,3525312512.0,densenet,486.0,28681000.0,28681000.0,,,,,160.0,0.0,3.0,17762304.0,,,,
161.0,15060025344.0,160.0,988889481216.0,,,1.0,282624000.0,,,1.0,0.0,5628755968.0,128.0,224.0,8.843839168548584e-07,1004267655168.0,5628755968.0,densenet,486.0,28681000.0,28681000.0,,,,,160.0,0.0,3.0,35524608.0,,,,
96.0,18593344.0,96.0,2835873120.0,1.0,0.0,2.0,2048000.0,1.0,53248.0,2.0,0.0,1243611136.0,1.0,224.0,8.657574653625488e-07,2856567712.0,1243611136.0,inception,198.0,27161264.0,27161264.0,,,,,,,,,,,,
96.0,37186688.0,96.0,5671746240.0,1.0,0.0,2.0,4096000.0,1.0,106496.0,2.0,0.0,1344274432.0,2.0,224.0,1.4055520296096802e-06,5713135424.0,1344274432.0,inception,198.0,27161264.0,27161264.0,,,,,,,,,,,,
96.0,74373376.0,96.0,11343492480.0,1.0,0.0,2.0,8192000.0,1.0,212992.0,2.0,0.0,1417674752.0,4.0,224.0,1.4036893844604493e-06,11426270848.0,1417674752.0,inception,198.0,27161264.0,27161264.0,,,,,,,,,,,,
96.0,148746752.0,96.0,22686984960.0,1.0,0.0,2.0,16384000.0,1.0,425984.0,2.0,0.0,1491075072.0,8.0,224.0,1.3928860425949094e-06,22852541696.0,1491075072.0,inception,198.0,27161264.0,27161264.0,,,,,,,,,,,,
96.0,297493504.0,96.0,45373969920.0,1.0,0.0,2.0,32768000.0,1.0,851968.0,2.0,0.0,1759510528.0,16.0,224.0,2.5022774934768683e-06,45705083392.0,1759510528.0,inception,198.0,27161264.0,27161264.0,,,,,,,,,,,,
96.0,594987008.0,96.0,90747939840.0,1.0,0.0,2.0,65536000.0,1.0,1703936.0,2.0,0.0,2105540608.0,32.0,224.0,1.3932585716247559e-06,91410166784.0,2105540608.0,inception,198.0,27161264.0,27161264.0,,,,,,,,,,,,
96.0,1189974016.0,96.0,181495879680.0,1.0,0.0,2.0,131072000.0,1.0,3407872.0,2.0,0.0,2730491904.0,64.0,224.0,8.869916200637817e-07,182820333568.0,2730491904.0,inception,198.0,27161264.0,27161264.0,,,,,,,,,,,,
96.0,2379948032.0,96.0,362991759360.0,1.0,0.0,2.0,262144000.0,1.0,6815744.0,2.0,0.0,3976200192.0,128.0,224.0,8.840113878250122e-07,365640667136.0,3976200192.0,inception,198.0,27161264.0,27161264.0,,,,,,,,,,,,
59.0,12904640.0,59.0,1497352192.0,3.0,0.0,5.0,1024000.0,1.0,51200.0,13.0,0.0,1163919360.0,1.0,224.0,8.627772331237793e-07,1511332032.0,1163919360.0,googlenet,140.0,13004888.0,13004888.0,,,,,,,,,,,,
59.0,25809280.0,59.0,2994704384.0,3.0,0.0,5.0,2048000.0,1.0,102400.0,13.0,0.0,1193279488.0,2.0,224.0,1.3764947652816772e-06,3022664064.0,1193279488.0,googlenet,140.0,13004888.0,13004888.0,,,,,,,,,,,,
59.0,51618560.0,59.0,5989408768.0,3.0,0.0,5.0,4096000.0,1.0,204800.0,13.0,0.0,1247805440.0,4.0,224.0,1.3671815395355222e-06,6045328128.0,1247805440.0,googlenet,140.0,13004888.0,13004888.0,,,,,,,,,,,,
59.0,103237120.0,59.0,11978817536.0,3.0,0.0,5.0,8192000.0,1.0,409600.0,13.0,0.0,1302331392.0,8.0,224.0,1.4357268810272214e-06,12090656256.0,1302331392.0,googlenet,140.0,13004888.0,13004888.0,,,,,,,,,,,,
59.0,206474240.0,59.0,23957635072.0,3.0,0.0,5.0,16384000.0,1.0,819200.0,13.0,0.0,1524629504.0,16.0,224.0,1.444295048713684e-06,24181312512.0,1524629504.0,googlenet,140.0,13004888.0,13004888.0,,,,,,,,,,,,
59.0,412948480.0,59.0,47915270144.0,3.0,0.0,5.0,32768000.0,1.0,1638400.0,13.0,0.0,1862270976.0,32.0,224.0,1.4163553714752197e-06,48362625024.0,1862270976.0,googlenet,140.0,13004888.0,13004888.0,,,,,,,,,,,,
59.0,825896960.0,59.0,95830540288.0,3.0,0.0,5.0,65536000.0,1.0,3276800.0,13.0,0.0,2533359616.0,64.0,224.0,1.411139965057373e-06,96725250048.0,2533359616.0,googlenet,140.0,13004888.0,13004888.0,,,,,,,,,,,,
59.0,1651793920.0,59.0,191661080576.0,3.0,0.0,5.0,131072000.0,1.0,6553600.0,13.0,0.0,3871342592.0,128.0,224.0,1.4744699001312256e-06,193450500096.0,3871342592.0,googlenet,140.0,13004888.0,13004888.0,,,,,,,,,,,,
56.0,7800800.0,56.0,143883992.0,,,1.0,1024000.0,,,1.0,0.0,1109393408.0,1.0,224.0,8.873641490936279e-07,152708792.0,1109393408.0,shufflenet,151.0,2278604.0,2278604.0,,,,,37.0,0.0,,,,,,
56.0,15601600.0,56.0,287767984.0,,,1.0,2048000.0,,,1.0,0.0,1111490560.0,2.0,224.0,9.346753358840945e-07,305417584.0,1111490560.0,shufflenet,151.0,2278604.0,2278604.0,,,,,37.0,0.0,,,,,,
56.0,31203200.0,56.0,575535968.0,,,1.0,4096000.0,,,1.0,0.0,1134559232.0,4.0,224.0,1.0009855031967165e-06,610835168.0,1134559232.0,shufflenet,151.0,2278604.0,2278604.0,,,,,37.0,0.0,,,,,,
56.0,62406400.0,56.0,1151071936.0,,,1.0,8192000.0,,,1.0,0.0,1134559232.0,8.0,224.0,1.0129064321517943e-06,1221670336.0,1134559232.0,shufflenet,151.0,2278604.0,2278604.0,,,,,37.0,0.0,,,,,,
56.0,124812800.0,56.0,2302143872.0,,,1.0,16384000.0,,,1.0,0.0,1176502272.0,16.0,224.0,1.0292977094650273e-06,2443340672.0,1176502272.0,shufflenet,151.0,2278604.0,2278604.0,,,,,37.0,0.0,,,,,,
56.0,249625600.0,56.0,4604287744.0,,,1.0,32768000.0,,,1.0,0.0,1256194048.0,32.0,224.0,1.0341405868530274e-06,4886681344.0,1256194048.0,shufflenet,151.0,2278604.0,2278604.0,,,,,37.0,0.0,,,,,,
56.0,499251200.0,56.0,9208575488.0,,,1.0,65536000.0,,,1.0,0.0,1411383296.0,64.0,224.0,1.0088086128234864e-06,9773362688.0,1411383296.0,shufflenet,151.0,2278604.0,2278604.0,,,,,37.0,0.0,,,,,,
56.0,998502400.0,56.0,18417150976.0,,,1.0,131072000.0,,,1.0,0.0,1721761792.0,128.0,224.0,8.285045623779297e-07,19546725376.0,1721761792.0,shufflenet,151.0,2278604.0,2278604.0,,,,,37.0,0.0,,,,,,
52.0,26712448.0,52.0,299494272.0,1.0,0.0,1.0,1280000.0,,,,,1113587712.0,1.0,224.0,8.478760719299315e-07,327486720.0,1113587712.0,mobilenet_v2,141.0,3504872.0,3504872.0,,,,,35.0,0.0,,,,,,
52.0,53424896.0,52.0,598988544.0,1.0,0.0,1.0,2560000.0,,,,,1138753536.0,2.0,224.0,8.471310138702394e-07,654973440.0,1138753536.0,mobilenet_v2,141.0,3504872.0,3504872.0,,,,,35.0,0.0,,,,,,
52.0,106849792.0,52.0,1197977088.0,1.0,0.0,1.0,5120000.0,,,,,1180696576.0,4.0,224.0,8.706003427505493e-07,1309946880.0,1180696576.0,mobilenet_v2,141.0,3504872.0,3504872.0,,,,,35.0,0.0,,,,,,
52.0,213699584.0,52.0,2395954176.0,1.0,0.0,1.0,10240000.0,,,,,1262485504.0,8.0,224.0,8.624047040939331e-07,2619893760.0,1262485504.0,mobilenet_v2,141.0,3504872.0,3504872.0,,,,,35.0,0.0,,,,,,
52.0,427399168.0,52.0,4791908352.0,1.0,0.0,1.0,20480000.0,,,,,1449132032.0,16.0,224.0,8.530914783477783e-07,5239787520.0,1449132032.0,mobilenet_v2,141.0,3504872.0,3504872.0,,,,,35.0,0.0,,,,,,
52.0,854798336.0,52.0,9583816704.0,1.0,0.0,1.0,40960000.0,,,,,1814036480.0,32.0,224.0,8.787959814071655e-07,10479575040.0,1814036480.0,mobilenet_v2,141.0,3504872.0,3504872.0,,,,,35.0,0.0,,,,,,
